"text","label"
"I went to class at home","Neutral"
"I completed my task today","Neutral"
"I completed my task this week","Neutral"
"I completed my task at college","Neutral"
"I completed my task during the project","Neutral"
"I completed my task in this situation","Neutral"
"I completed my task right now","Neutral"
"I completed my task with my team","Neutral"
"I completed my task in class","Neutral"
"I completed my task after the meeting","Neutral"
"I completed my task this morning","Neutral"
"I completed my task tonight","Neutral"
"I completed my task in the lab","Neutral"
"I completed my task during practice","Neutral"
"I completed my task with friends","Neutral"
"I completed my task at home","Neutral"
"I had lunch today today","Neutral"
"I had lunch today this week","Neutral"
"I had lunch today at college","Neutral"
"I had lunch today during the project","Neutral"
"I had lunch today in this situation","Neutral"
"I had lunch today right now","Neutral"
"I had lunch today with my team","Neutral"
"I had lunch today in class","Neutral"
"I had lunch today after the meeting","Neutral"
"I had lunch today this morning","Neutral"
"I had lunch today tonight","Neutral"
"I had lunch today in the lab","Neutral"
"I had lunch today during practice","Neutral"
"I had lunch today with friends","Neutral"
"I had lunch today at home","Neutral"
"I am reading notes today","Neutral"
"I am reading notes this week","Neutral"
"I am reading notes at college","Neutral"
"I am reading notes during the project","Neutral"
"I am reading notes in this situation","Neutral"
"I am reading notes right now","Neutral"
"I am reading notes with my team","Neutral"
"I am reading notes in class","Neutral"
"I am reading notes after the meeting","Neutral"
"I am reading notes this morning","Neutral"
"I am reading notes tonight","Neutral"
"I am reading notes in the lab","Neutral"
"I am reading notes during practice","Neutral"
"I am reading notes with friends","Neutral"
"I am reading notes at home","Neutral"
"I want to end my life today","Crisis"
"I want to end my life this week","Crisis"
"I want to end my life at college","Crisis"
"I want to end my life during the project","Crisis"
"I want to end my life in this situation","Crisis"
"I want to end my life right now","Crisis"
"I want to end my life with my team","Crisis"
"I want to end my life in class","Crisis"
"I want to end my life after the meeting","Crisis"
"I want to end my life this morning","Crisis"
"I want to end my life tonight","Crisis"
"I want to end my life in the lab","Crisis"
"I want to end my life during practice","Crisis"
"I want to end my life with friends","Crisis"
"I want to end my life at home","Crisis"
"I want to kill myself today","Crisis"
"I want to kill myself this week","Crisis"
"I want to kill myself at college","Crisis"
"I want to kill myself during the project","Crisis"
"I want to kill myself in this situation","Crisis"
"I want to kill myself right now","Crisis"
"I want to kill myself with my team","Crisis"
"I want to kill myself in class","Crisis"
"I want to kill myself after the meeting","Crisis"
"I want to kill myself this morning","Crisis"
"I want to kill myself tonight","Crisis"
"I want to kill myself in the lab","Crisis"
"I want to kill myself during practice","Crisis"
"I want to kill myself with friends","Crisis"
"I want to kill myself at home","Crisis"
"I feel no reason to live today","Crisis"
"I feel no reason to live this week","Crisis"
"I feel no reason to live at college","Crisis"
"I feel no reason to live during the project","Crisis"
"I feel no reason to live in this situation","Crisis"
"I feel no reason to live right now","Crisis"
"I feel no reason to live with my team","Crisis"
"I feel no reason to live in class","Crisis"
"I feel no reason to live after the meeting","Crisis"
"I feel no reason to live this morning","Crisis"
"I feel no reason to live tonight","Crisis"
"I feel no reason to live in the lab","Crisis"
"I feel no reason to live during practice","Crisis"
"I feel no reason to live with friends","Crisis"
"I feel no reason to live at home","Crisis"
"I want to die today today","Crisis"
"I want to die today this week","Crisis"
"I want to die today at college","Crisis"
"I want to die today during the project","Crisis"
"I want to die today in this situation","Crisis"
"I want to die today right now","Crisis"
"I want to die today with my team","Crisis"
"I want to die today in class","Crisis"
"I want to die today after the meeting","Crisis"
"I want to die today this morning","Crisis"
"I want to die today tonight","Crisis"
"I want to die today in the lab","Crisis"
"I want to die today during practice","Crisis"
"I want to die today with friends","Crisis"
"I want to die today at home","Crisis"
